WORD,MPQA,OPENER,OL,VADER
nepotism,-1.0,-1.0,-1.0,-1.0
nerd,-0.3,-0.3,-0.3,-0.3
nerdier,-0.05,-0.05,-0.05,-0.05
nerdiest,0.15,0.15,0.15,0.15
nerdish,-0.025,-0.025,-0.025,-0.025
nerdy,-0.05,-0.05,-0.05,-0.05
nerves,-0.1,-0.1,-0.1,-0.1
nervous,-1.0,-1.0,-1.0,-0.275
nervously,-1.0,-1.0,-1.0,-0.15
nervousness,-1.0,-1.0,-1.0,-0.3
nettle,-1.0,-1.0,-1.0,-1.0
nettlesome,-1.0,-1.0,-1.0,-1.0
neurotic,-1.0,-1.0,-1.0,-0.35
neurotically,-1.0,-1.0,-1.0,-0.45
neuroticism,-0.225,-0.225,-0.225,-0.225
neurotics,-0.175,-0.175,-0.175,-0.175
neutralize,1.0,1.0,1.0,1.0
nevertheless,0.0,0.0,0.0,0.0
nfc,-0.675,-0.675,-0.675,-0.675
nfw,-0.6,-0.6,-0.6,-0.6
nh,0.55,0.55,0.55,0.55
nice,1.0,1.0,1.0,0.45
nicely,1.0,1.0,1.0,0.475
niceness,0.4,0.4,0.4,0.4
nicenesses,0.525,0.525,0.525,0.525
nicer,0.7375,0.7375,1.0,0.475
nicest,0.775,0.775,1.0,0.55
niceties,0.375,0.375,0.375,0.375
nicety,0.3,0.3,0.3,0.3
nifty,1.0,1.0,1.0,0.425
niggas,-0.35,-0.35,-0.35,-0.35
nigger,-0.825,-0.825,-0.825,-0.825
niggle,-1.0,-1.0,-1.0,-1.0
niggles,-1.0,-1.0,-1.0,-1.0
nightmare,-1.0,-1.0,-1.0,-1.0
nightmarish,-1.0,-1.0,-1.0,-1.0
nightmarishly,-1.0,-1.0,-1.0,-1.0
nimble,1.0,1.0,1.0,1.0
nimby,-0.2,-0.2,-0.2,-0.2
nimjd,-0.175,-0.175,-0.175,-0.175
nimq,-0.05,-0.05,-0.05,-0.05
nimy,-0.35,-0.35,-0.35,-0.35
nitl,-0.375,-0.375,-0.375,-0.375
nitpick,-1.0,-1.0,-1.0,-1.0
nitpicking,-1.0,-1.0,-1.0,-1.0
nix,-1.0,-1.0,-1.0,-1.0
nme,-0.525,-0.525,-0.525,-0.525
no,-0.3,-0.3,-0.3,-0.3
noble,1.0,1.0,1.0,0.5
nobly,1.0,1.0,1.0,1.0
noise,-1.0,-1.0,-1.0,-1.0
noiseless,1.0,1.0,1.0,1.0
noises,-1.0,-1.0,-1.0,-1.0
noisier,-1.0,-1.0,-1.0,-1.0
noisy,-1.0,-1.0,-1.0,-0.175
non-confidence,-1.0,-1.0,-1.0,-1.0
non-violence,1.0,1.0,1.0,1.0
non-violent,1.0,1.0,1.0,1.0
nonexistent,-1.0,-1.0,-1.0,-1.0
nonresponsive,-1.0,-1.0,-1.0,-1.0
nonsense,-1.0,-1.0,-1.0,-0.425
nonviolent,0.0,0.0,0.0,0.0
noob,-0.05,-0.05,-0.05,-0.05
normal,1.0,1.0,1.0,1.0
nosey,-1.0,-1.0,-1.0,-0.2
notable,1.0,1.0,1.0,1.0
notably,1.0,1.0,1.0,1.0
noteworthy,1.0,1.0,1.0,1.0
noticeable,1.0,1.0,1.0,1.0
notion,0.0,0.0,0.0,0.0
notoriety,-1.0,-1.0,-1.0,-1.0
notorious,-1.0,-1.0,-1.0,-0.475
notoriously,-1.0,-1.0,-1.0,-1.0
nourish,1.0,1.0,1.0,1.0
nourishing,1.0,1.0,1.0,1.0
nourishment,1.0,1.0,1.0,1.0
novel,1.0,1.0,0.775,0.325
novelty,1.0,1.0,1.0,1.0
noxious,-1.0,-1.0,-1.0,-1.0
noyb,-0.175,-0.175,-0.175,-0.175
np,0.35,0.35,0.35,0.35
ntmu,0.35,0.35,0.35,0.35
nuance,0.0,0.0,0.0,0.0
nuances,0.0,0.0,0.0,0.0
nuisance,-1.0,-1.0,-1.0,-1.0
numb,-1.0,-1.0,-1.0,-0.35
numbat,0.05,0.05,0.05,0.05
numbed,-0.225,-0.225,-0.225,-0.225
number,0.075,0.075,0.075,0.075
numberable,0.15,0.15,0.15,0.15
numbest,-0.25,-0.25,-0.25,-0.25
numbfish,-0.1,-0.1,-0.1,-0.1
numbfishes,-0.175,-0.175,-0.175,-0.175
numbing,-0.275,-0.275,-0.275,-0.275
numbingly,-0.325,-0.325,-0.325,-0.325
numbles,0.1,0.1,0.1,0.1
numbly,-0.35,-0.35,-0.35,-0.35
numbness,-0.275,-0.275,-0.275,-0.275
numbs,-0.175,-0.175,-0.175,-0.175
numbskull,-0.575,-0.575,-0.575,-0.575
numbskulls,-0.55,-0.55,-0.55,-0.55
nurtural,0.375,0.375,0.375,0.375
nurturance,0.4,0.4,0.4,0.4
nurturances,0.325,0.325,0.325,0.325
nurturant,0.425,0.425,0.425,0.425
nurture,1.0,1.0,0.7833333333333333,0.35
nurtured,0.475,0.475,0.475,0.475
nurturer,0.475,0.475,0.475,0.475
nurturers,0.2,0.2,0.2,0.2
nurtures,0.475,0.475,0.475,0.475
nurturing,1.0,1.0,1.0,0.5
nuts,-0.325,-0.325,-0.325,-0.325
o-8,-0.125,-0.125,-0.125,-0.125
o-:,-0.075,-0.075,-0.075,-0.075
o-|,-0.275,-0.275,-0.275,-0.275
o.O,-0.15,-0.15,-0.15,-0.15
o.o,-0.175,-0.175,-0.175,-0.175
o/\o,0.525,0.525,0.525,0.525
o:,-0.05,-0.05,-0.05,-0.05
o:),0.375,0.375,0.375,0.375
o:-),0.5,0.5,0.5,0.5
o:-3,0.55,0.55,0.55,0.55
o:3,0.575,0.575,0.575,0.575
o:<,-0.075,-0.075,-0.075,-0.075
o;^),0.4,0.4,0.4,0.4
o_0,-0.025,-0.025,-0.025,-0.025
o_O,-0.125,-0.125,-0.125,-0.125
o_o,-0.125,-0.125,-0.125,-0.125
oasis,1.0,1.0,1.0,1.0
obedience,1.0,1.0,1.0,1.0
obedient,1.0,1.0,1.0,1.0
obediently,1.0,1.0,1.0,1.0
obese,-1.0,-1.0,-1.0,-1.0
obey,1.0,1.0,1.0,1.0
object,-1.0,-1.0,-1.0,-1.0
objection,-1.0,-1.0,-1.0,-1.0
objectionable,-1.0,-1.0,-1.0,-1.0
objections,-1.0,-1.0,-1.0,-1.0
objective,1.0,1.0,1.0,1.0
objectively,1.0,1.0,1.0,1.0
obligation,0.0,0.0,0.0,0.0
obliged,1.0,1.0,1.0,1.0
oblique,-1.0,-1.0,-1.0,-1.0
obliterate,-1.0,-1.0,-1.0,-0.725
obliterated,-1.0,-1.0,-1.0,-0.525
oblivious,-1.0,-1.0,-1.0,-1.0
obnoxious,-1.0,-1.0,-1.0,-0.5
obnoxiously,-1.0,-1.0,-1.0,-0.575
obnoxiousness,-0.525,-0.525,-0.525,-0.525
obscene,-1.0,-1.0,-1.0,-0.7
obscenely,-1.0,-1.0,-1.0,-1.0
obscenity,-1.0,-1.0,-1.0,-1.0
obscure,-1.0,-1.0,-1.0,-1.0
obscured,-1.0,-1.0,-1.0,-1.0
obscures,-1.0,-1.0,-1.0,-1.0
obscurity,-1.0,-1.0,-1.0,-1.0
obsess,-1.0,-1.0,-1.0,-0.25
obsessed,-0.175,-0.175,-0.175,-0.175
obsesses,-0.25,-0.25,-0.25,-0.25
obsessing,-0.35,-0.35,-0.35,-0.35
obsession,-1.0,-1.0,1.0,-0.35
obsessional,-0.375,-0.375,-0.375,-0.375
obsessionally,-0.325,-0.325,-0.325,-0.325
obsessions,-1.0,-1.0,1.0,-0.225
obsessive,-1.0,-1.0,-1.0,-0.225
obsessively,-1.0,-1.0,-1.0,-0.1
obsessiveness,-1.0,-1.0,-1.0,-0.3
obsessives,-0.175,-0.175,-0.175,-0.175
obsolete,-1.0,-1.0,-1.0,-0.3
obstacle,-1.0,-1.0,-1.0,-0.375
obstacles,-0.4,-0.4,-0.4,-0.4
obstinate,-1.0,-1.0,-1.0,-0.3
obstinately,-1.0,-1.0,-1.0,-1.0
obstruct,-1.0,-1.0,-1.0,-1.0
obstructed,-1.0,-1.0,-1.0,-1.0
obstructing,-1.0,-1.0,-1.0,-1.0
obstruction,-1.0,-1.0,-1.0,-1.0
obstructs,-1.0,-1.0,-1.0,-1.0
obtainable,1.0,1.0,1.0,1.0
obtrusive,-1.0,-1.0,-1.0,-1.0
obtuse,-1.0,-1.0,-1.0,-1.0
obviate,1.0,1.0,1.0,1.0
obvious,0.0,0.0,0.0,0.0
obviously,-1.0,-1.0,-1.0,-1.0
occlude,-1.0,-1.0,-1.0,-1.0
occluded,-1.0,-1.0,-1.0,-1.0
occludes,-1.0,-1.0,-1.0,-1.0
occluding,-1.0,-1.0,-1.0,-1.0
odd,-1.0,-1.0,-1.0,-0.325
odder,-1.0,-1.0,-1.0,-1.0
oddest,-1.0,-1.0,-1.0,-1.0
oddities,-1.0,-1.0,-1.0,-1.0
oddity,-1.0,-1.0,-1.0,-1.0
oddly,-1.0,-1.0,-1.0,-1.0
odor,-1.0,-1.0,-1.0,-1.0
offbeat,1.0,1.0,1.0,1.0
offence,-1.0,-1.0,-1.0,-0.3
offences,-0.35,-0.35,-0.35,-0.35
offend,-1.0,-1.0,-1.0,-0.3
offended,-0.25,-0.25,-0.25,-0.25
offender,-0.6875,-0.6875,-1.0,-0.375
offenders,-0.375,-0.375,-0.375,-0.375
offending,-1.0,-1.0,-1.0,-0.575
offends,-0.5,-0.5,-0.5,-0.5
offense,-0.25,-0.25,-0.25,-0.25
offenseless,0.175,0.175,0.175,0.175
offenses,-1.0,-1.0,-1.0,-0.375
offensive,-1.0,-1.0,-1.0,-0.5
offensively,-1.0,-1.0,-1.0,-0.7
offensiveness,-1.0,-1.0,-1.0,-0.575
offensives,-0.2,-0.2,-0.2,-0.2
officious,-1.0,-1.0,-1.0,-1.0
offline,-0.125,-0.125,-0.125,-0.125
offset,1.0,1.0,1.0,1.0
oh,0.0,0.0,0.0,0.0
ok,0.35,0.35,0.35,0.35
okay,1.0,1.0,0.7416666666666667,0.225
okays,0.525,0.525,0.525,0.525
olympic,0.0,0.0,0.0,0.0
ominous,-1.0,-1.0,-1.0,-0.35
ominously,-1.0,-1.0,-1.0,-1.0
omission,-1.0,-1.0,-1.0,-1.0
omit,-1.0,-1.0,-1.0,-1.0
once-in-a-lifetime,0.45,0.45,0.45,0.45
one-side,-1.0,-1.0,-1.0,-1.0
one-sided,-1.0,-1.0,-1.0,-1.0
onerous,-1.0,-1.0,-1.0,-1.0
onerously,-1.0,-1.0,-1.0,-1.0
onslaught,-1.0,-1.0,-1.0,-1.0
onward,1.0,1.0,1.0,1.0
open,1.0,1.0,1.0,1.0
open-ended,0.0,0.0,0.0,0.0
openly,1.0,1.0,1.0,1.0
openness,1.0,1.0,1.0,0.35
opinion,0.0,0.0,0.0,0.0
opinionated,-1.0,-1.0,-1.0,-1.0
opinions,0.0,0.0,0.0,0.0
opponent,-1.0,-1.0,-1.0,-1.0
opportune,1.0,1.0,0.8083333333333332,0.425
opportunely,0.375,0.375,0.375,0.375
opportuneness,0.3,0.3,0.3,0.3
opportunism,0.1,0.1,0.1,0.1
opportunisms,0.05,0.05,0.05,0.05
opportunist,0.05,0.05,0.05,0.05
opportunistic,-1.0,-1.0,-1.0,-0.025
opportunistically,0.225,0.225,0.225,0.225
opportunists,0.075,0.075,0.075,0.075
opportunities,0.4,0.4,0.4,0.4
opportunity,1.0,1.0,0.8166666666666668,0.45
oppose,-1.0,-1.0,-1.0,-1.0
opposition,-1.0,-1.0,-1.0,-1.0
oppositions,-1.0,-1.0,-1.0,-1.0
oppress,-1.0,-1.0,-1.0,-1.0
oppressed,-0.525,-0.525,-0.525,-0.525
oppression,-1.0,-1.0,-1.0,-1.0
oppressive,-1.0,-1.0,-1.0,-0.425
oppressively,-1.0,-1.0,-1.0,-1.0
oppressiveness,-1.0,-1.0,-1.0,-1.0
oppressors,-1.0,-1.0,-1.0,-1.0
optimal,1.0,1.0,1.0,0.375
optimality,0.475,0.475,0.475,0.475
optimally,0.325,0.325,0.325,0.325
optimisation,0.4,0.4,0.4,0.4
optimisations,0.45,0.45,0.45,0.45
optimise,0.475,0.475,0.475,0.475
optimised,0.425,0.425,0.425,0.425
optimises,0.4,0.4,0.4,0.4
optimising,0.425,0.425,0.425,0.425
optimism,1.0,1.0,1.0,0.625
optimisms,0.5,0.5,0.5,0.5
optimist,0.6,0.6,0.6,0.6
optimistic,1.0,1.0,1.0,0.325
optimistically,0.525,0.525,0.525,0.525
optimists,0.4,0.4,0.4,0.4
optimization,0.4,0.4,0.4,0.4
optimizations,0.225,0.225,0.225,0.225
optimize,0.55,0.55,0.55,0.55
optimized,0.5,0.5,0.5,0.5
optimizer,0.375,0.375,0.375,0.375
optimizers,0.525,0.525,0.525,0.525
optimizes,0.45,0.45,0.45,0.45
optimizing,0.5,0.5,0.5,0.5
optionless,-0.425,-0.425,-0.425,-0.425
opulent,1.0,1.0,1.0,1.0
ordeal,-1.0,-1.0,-1.0,-1.0
orderly,1.0,1.0,1.0,1.0
original,1.0,1.0,0.775,0.325
originality,1.0,1.0,1.0,1.0
orphan,-1.0,-1.0,-1.0,-1.0
orthodoxy,0.0,0.0,0.0,0.0
ostracize,-1.0,-1.0,-1.0,-1.0
ought,0.0,0.0,0.0,0.0
outbreak,-1.0,-1.0,-1.0,-1.0
outburst,-1.0,-1.0,-1.0,-1.0
outbursts,-1.0,-1.0,-1.0,-1.0
outcast,-1.0,-1.0,-1.0,-1.0
outcry,-1.0,-1.0,-1.0,-0.575
outdated,-1.0,-1.0,-1.0,-1.0
outdo,1.0,1.0,1.0,1.0
outdone,1.0,1.0,1.0,1.0
outgoing,1.0,1.0,0.7666666666666666,0.3
outlaw,-1.0,-1.0,-1.0,-1.0
outlook,0.0,0.0,0.0,0.0
outmaneuvered,0.125,0.125,0.125,0.125
outmoded,-1.0,-1.0,-1.0,-1.0
outperform,1.0,1.0,1.0,1.0
outperformed,1.0,1.0,1.0,1.0
outperforming,1.0,1.0,1.0,1.0
outperforms,1.0,1.0,1.0,1.0
outrage,-1.0,-1.0,-1.0,-0.575
outraged,-1.0,-1.0,-1.0,-0.625
outrageous,-1.0,-1.0,-1.0,-0.5
outrageously,-1.0,-1.0,-1.0,-0.3
outrageousness,-1.0,-1.0,-1.0,-0.3
outrageousnesses,-0.325,-0.325,-0.325,-0.325
outrages,-1.0,-1.0,-1.0,-0.575
outraging,-0.5,-0.5,-0.5,-0.5
outreach,0.275,0.275,0.275,0.275
outright,0.0,0.0,0.0,0.0
outshine,1.0,1.0,1.0,1.0
outshone,1.0,1.0,1.0,1.0
outsider,-1.0,-1.0,-1.0,-1.0
outsmart,1.0,1.0,1.0,1.0
outspoken,0.0,0.0,0.0,0.0
outstanding,1.0,1.0,1.0,0.75
outstandingly,1.0,1.0,1.0,1.0
outstrip,1.0,1.0,1.0,1.0
outwit,1.0,1.0,1.0,1.0
ovation,1.0,1.0,1.0,1.0
over-acted,-1.0,-1.0,-1.0,-1.0
over-awe,-1.0,-1.0,-1.0,-1.0
over-balanced,-1.0,-1.0,-1.0,-1.0
over-hyped,-1.0,-1.0,-1.0,-1.0
over-priced,-1.0,-1.0,-1.0,-1.0
over-valuation,-1.0,-1.0,-1.0,-1.0
overachiever,1.0,1.0,1.0,1.0
overact,-1.0,-1.0,-1.0,-1.0
overacted,-1.0,-1.0,-1.0,-1.0
overawe,-1.0,-1.0,-1.0,-1.0
overbalance,-1.0,-1.0,-1.0,-1.0
overbalanced,-1.0,-1.0,-1.0,-1.0
overbearing,-1.0,-1.0,-1.0,-1.0
overbearingly,-1.0,-1.0,-1.0,-1.0
overblown,-1.0,-1.0,-1.0,-1.0
overcome,-1.0,-1.0,-1.0,-1.0
overdo,-1.0,-1.0,-1.0,-1.0
overdone,-1.0,-1.0,-1.0,-1.0
overdue,-1.0,-1.0,-1.0,-1.0
overemphasize,-1.0,-1.0,-1.0,-1.0
overheat,-1.0,-1.0,-1.0,-1.0
overjoyed,1.0,1.0,1.0,0.675
overkill,-1.0,-1.0,-1.0,-1.0
overload,-0.375,-0.375,-0.375,-0.375
overloaded,-1.0,-1.0,-1.0,-1.0
overlook,-1.0,-1.0,-1.0,-1.0
overlooked,-0.025,-0.025,-0.025,-0.025
overpaid,-1.0,-1.0,-1.0,-1.0
overpayed,-1.0,-1.0,-1.0,-1.0
overplay,-1.0,-1.0,-1.0,-1.0
overpower,-1.0,-1.0,-1.0,-1.0
overpriced,-1.0,-1.0,-1.0,-1.0
overrated,-1.0,-1.0,-1.0,-1.0
overreach,-1.0,-1.0,-1.0,-1.0
overreact,-0.25,-0.25,-0.25,-0.25
overreacted,-0.425,-0.425,-0.425,-0.425
overreaction,-0.175,-0.175,-0.175,-0.175
overreacts,-0.55,-0.55,-0.55,-0.55
overrun,-1.0,-1.0,-1.0,-1.0
oversell,-0.225,-0.225,-0.225,-0.225
overselling,-0.2,-0.2,-0.2,-0.2
oversells,0.075,0.075,0.075,0.075
overshadow,-1.0,-1.0,-1.0,-1.0
oversight,-1.0,-1.0,-1.0,-1.0
oversights,-1.0,-1.0,-1.0,-1.0
oversimplification,-1.0,-1.0,-1.0,0.05
oversimplified,-1.0,-1.0,-1.0,-1.0
oversimplifies,0.025,0.025,0.025,0.025
oversimplify,-1.0,-1.0,-1.0,-0.15
oversize,-1.0,-1.0,-1.0,-1.0
oversized,-1.0,-1.0,-1.0,-1.0
overstate,-1.0,-1.0,-1.0,-1.0
overstated,-1.0,-1.0,-1.0,-1.0
overstatement,-1.0,-1.0,-1.0,-0.275
overstatements,-1.0,-1.0,-1.0,-0.175
overstates,-1.0,-1.0,-1.0,-1.0
overt,0.0,0.0,0.0,0.0
overtake,1.0,1.0,1.0,1.0
overtaken,1.0,1.0,1.0,1.0
overtakes,1.0,1.0,1.0,1.0
overtaking,1.0,1.0,1.0,1.0
overtaxed,-1.0,-1.0,-1.0,-1.0
overthrow,-1.0,-1.0,-1.0,-1.0
overthrows,-1.0,-1.0,-1.0,-1.0
overtook,1.0,1.0,1.0,1.0
overture,1.0,1.0,1.0,1.0
overtures,0.0,0.0,0.0,0.0
overturn,-1.0,-1.0,-1.0,-1.0
overweight,-0.6875,-0.6875,-1.0,-0.375
overwhelm,-1.0,-1.0,-1.0,-0.175
overwhelmed,-0.475,-0.475,-1.0,0.05
overwhelming,-1.0,-1.0,-1.0,-1.0
overwhelmingly,-1.0,-1.0,-1.0,-0.125
overwhelms,-0.6,-0.6,-1.0,-0.2
overworked,-1.0,-1.0,-1.0,-1.0
overzealous,-1.0,-1.0,-1.0,-1.0
overzealously,-1.0,-1.0,-1.0,-1.0
overzelous,-1.0,-1.0,-1.0,-1.0
oxymoron,-0.125,-0.125,-0.125,-0.125
pacifist,1.0,1.0,1.0,1.0
pacifists,1.0,1.0,1.0,1.0
pacify,0.0,0.0,0.0,0.0
pain,-1.0,-1.0,-1.0,-0.575
pain-free,1.0,1.0,1.0,1.0
pained,-0.45,-0.45,-0.45,-0.45
painful,-1.0,-1.0,-1.0,-0.475
painfull,-1.0,-1.0,-1.0,-1.0
painfuller,-0.425,-0.425,-0.425,-0.425
painfully,-1.0,-1.0,-1.0,-0.6
painfulness,-0.675,-0.675,-0.675,-0.675
paining,-0.425,-0.425,-0.425,-0.425
painless,1.0,1.0,1.0,0.3
painlessly,1.0,1.0,1.0,0.275
painlessness,0.1,0.1,0.1,0.1
pains,-1.0,-1.0,-1.0,-0.45
painstaking,1.0,1.0,1.0,1.0
painstakingly,1.0,1.0,1.0,1.0
palatable,1.0,1.0,0.7999999999999999,0.4
palatableness,0.2,0.2,0.2,0.2
palatably,0.275,0.275,0.275,0.275
palatial,1.0,1.0,1.0,1.0
pale,-1.0,-1.0,-1.0,-1.0
pales,-1.0,-1.0,-1.0,-1.0
palliate,1.0,1.0,1.0,1.0
paltry,-1.0,-1.0,-1.0,-1.0
pamper,1.0,1.0,1.0,1.0
pampered,1.0,1.0,1.0,1.0
pamperedly,1.0,1.0,1.0,1.0
pamperedness,1.0,1.0,1.0,1.0
pampers,1.0,1.0,1.0,1.0
pan,-1.0,-1.0,-1.0,-1.0
pandemonium,-1.0,-1.0,-1.0,-1.0
pander,-1.0,-1.0,-1.0,-1.0
pandering,-1.0,-1.0,-1.0,-1.0
panders,-1.0,-1.0,-1.0,-1.0
panic,-1.0,-1.0,-1.0,-0.575
panick,-1.0,-1.0,-1.0,-1.0
panicked,-0.75,-0.75,-1.0,-0.5
panicking,-0.7375,-0.7375,-1.0,-0.475
panicky,-1.0,-1.0,-1.0,-0.375
panicle,0.125,0.125,0.125,0.125
panicled,0.025,0.025,0.025,0.025
panicles,-0.05,-0.05,-0.05,-0.05
panics,-0.475,-0.475,-0.475,-0.475
paniculate,0.025,0.025,0.025,0.025
panicums,-0.025,-0.025,-0.025,-0.025
panoramic,1.0,1.0,1.0,1.0
paradise,1.0,1.0,1.0,0.8
paradox,-0.1,-0.1,-0.1,-0.1
paradoxical,-1.0,-1.0,-1.0,-1.0
paradoxically,-1.0,-1.0,-1.0,-1.0
paralize,-1.0,-1.0,-1.0,-1.0
paralyzed,-1.0,-1.0,-1.0,-1.0
paramount,1.0,1.0,1.0,1.0
paranoia,-1.0,-1.0,-1.0,-0.25
paranoiac,-0.325,-0.325,-0.325,-0.325
paranoiacs,-0.175,-0.175,-0.175,-0.175
paranoias,-0.375,-0.375,-0.375,-0.375
paranoid,-1.0,-1.0,-1.0,-0.25
paranoids,-0.4,-0.4,-0.4,-0.4
parasite,-1.0,-1.0,-1.0,-1.0
pardon,1.0,1.0,1.0,0.325
pardoned,0.225,0.225,0.225,0.225
pardoning,0.425,0.425,0.425,0.425
pardons,0.3,0.3,0.3,0.3
pariah,-1.0,-1.0,-1.0,-1.0
parley,-0.1,-0.1,-0.1,-0.1
parody,-1.0,-1.0,-1.0,-1.0
partiality,-1.0,-1.0,-1.0,-1.0
particular,0.0,0.0,0.0,0.0
particularly,0.0,0.0,0.0,0.0
partied,0.35,0.35,0.35,0.35
partier,0.35,0.35,0.35,0.35
partiers,0.175,0.175,0.175,0.175
parties,0.425,0.425,0.425,0.425
partisan,-1.0,-1.0,-1.0,-1.0
partisans,-1.0,-1.0,-1.0,-1.0
party,0.425,0.425,0.425,0.425
partyer,0.3,0.3,0.3,0.3
partyers,0.275,0.275,0.275,0.275
partying,0.4,0.4,0.4,0.4
passe,-1.0,-1.0,-1.0,-1.0
passion,1.0,1.0,1.0,0.5
passional,0.4,0.4,0.4,0.4
passionate,1.0,1.0,1.0,0.6
passionately,1.0,1.0,1.0,0.6
passionateness,0.575,0.575,0.575,0.575
passionflower,0.075,0.075,0.075,0.075
passionflowers,0.1,0.1,0.1,0.1
passionless,-0.475,-0.475,-0.475,-0.475
passions,0.55,0.55,0.55,0.55
passive,-1.0,-1.0,-1.0,0.2
passively,-0.175,-0.175,-0.175,-0.175
passiveness,-1.0,-1.0,-1.0,-1.0
pathetic,-1.0,-1.0,-1.0,-0.675
pathetical,-0.3,-0.3,-0.3,-0.3
pathetically,-1.0,-1.0,-1.0,-0.45
patience,1.0,1.0,1.0,1.0
patient,1.0,1.0,1.0,1.0
patiently,1.0,1.0,1.0,1.0
patriot,1.0,1.0,1.0,1.0
patriotic,1.0,1.0,1.0,1.0
patronize,-1.0,-1.0,-1.0,-1.0
paucity,-1.0,-1.0,-1.0,-1.0
pauper,-1.0,-1.0,-1.0,-1.0
paupers,-1.0,-1.0,-1.0,-1.0
pay,-0.1,-0.1,-0.1,-0.1
payback,-1.0,-1.0,-1.0,-1.0
peace,1.0,1.0,1.0,0.625
peaceable,1.0,1.0,1.0,0.425
peaceableness,0.45,0.45,0.45,0.45
peaceably,0.5,0.5,0.5,0.5
peaceful,1.0,1.0,1.0,0.55
peacefuller,0.475,0.475,0.475,0.475
peacefullest,0.775,0.775,0.775,0.775
peacefully,1.0,1.0,1.0,0.6
peacefulness,0.525,0.525,0.525,0.525
peacekeeper,0.4,0.4,0.4,0.4
peacekeepers,1.0,1.0,1.0,0.4
peacekeeping,0.5,0.5,0.5,0.5
peacekeepings,0.4,0.4,0.4,0.4
peacemaker,0.5,0.5,0.5,0.5
peacemakers,0.6,0.6,0.6,0.6
peacemaking,0.425,0.425,0.425,0.425
peacenik,0.2,0.2,0.2,0.2
peaceniks,0.175,0.175,0.175,0.175
peaces,0.525,0.525,0.525,0.525
peacetime,0.55,0.55,0.55,0.55
peacetimes,0.525,0.525,0.525,0.525
peach,1.0,1.0,1.0,1.0
peculiar,-1.0,-1.0,-1.0,0.15
peculiarities,0.025,0.025,0.025,0.025
peculiarity,0.15,0.15,0.15,0.15
peculiarly,-1.0,-1.0,-1.0,-0.1
pedantic,-1.0,-1.0,-1.0,-1.0
pedestrian,-1.0,-1.0,-1.0,-1.0
peeled,-1.0,-1.0,-1.0,-1.0
peerless,1.0,1.0,1.0,1.0
peeve,-1.0,-1.0,-1.0,-1.0
peeved,-1.0,-1.0,-1.0,-1.0
peevish,-1.0,-1.0,-1.0,-1.0
peevishly,-1.0,-1.0,-1.0,-1.0
penalize,-1.0,-1.0,-1.0,-1.0
penalty,-1.0,-1.0,-1.0,-0.5
penetrating,1.0,1.0,1.0,1.0
penitent,1.0,1.0,1.0,1.0
pensive,0.075,0.075,0.075,0.075
pep,1.0,1.0,1.0,1.0
pepped,1.0,1.0,1.0,1.0
pepping,1.0,1.0,1.0,1.0
peppy,1.0,1.0,1.0,1.0
peps,1.0,1.0,1.0,1.0
perceptions,0.0,0.0,0.0,0.0
perceptive,1.0,1.0,1.0,1.0
perfect,1.0,1.0,1.0,0.675
perfecta,0.35,0.35,0.35,0.35
perfectas,0.15,0.15,0.15,0.15
perfected,0.675,0.675,0.675,0.675
perfecter,0.45,0.45,0.45,0.45
perfecters,0.35,0.35,0.35,0.35
perfectest,0.775,0.775,0.775,0.775
perfectibilities,0.525,0.525,0.525,0.525
perfectibility,0.45,0.45,0.45,0.45
perfectible,0.375,0.375,0.375,0.375
perfecting,0.575,0.575,0.575,0.575
perfection,1.0,1.0,1.0,0.675
perfectionism,0.325,0.325,0.325,0.325
perfectionist,0.375,0.375,0.375,0.375
perfectionistic,0.175,0.175,0.175,0.175
perfectionists,0.025,0.025,0.025,0.025
perfections,0.625,0.625,0.625,0.625
perfective,0.3,0.3,0.3,0.3
perfectively,0.525,0.525,0.525,0.525
perfectiveness,0.225,0.225,0.225,0.225
perfectives,0.225,0.225,0.225,0.225
perfectivity,0.55,0.55,0.55,0.55
perfectly,1.0,1.0,1.0,0.8
perfectness,0.75,0.75,0.75,0.75
perfecto,0.325,0.325,0.325,0.325
perfects,0.4,0.4,0.4,0.4
perfidious,-1.0,-1.0,-1.0,-1.0
perfidity,-1.0,-1.0,-1.0,-1.0
perfunctory,-1.0,-1.0,-1.0,-1.0
perhaps,0.0,0.0,0.0,0.0
peril,-1.0,-1.0,-1.0,-0.425
perilous,-1.0,-1.0,-1.0,-1.0
perilously,-1.0,-1.0,-1.0,-1.0
peripheral,-1.0,-1.0,-1.0,-1.0
perish,-1.0,-1.0,-1.0,-1.0
perjury,-0.475,-0.475,-0.475,-0.475
permissible,1.0,1.0,1.0,1.0
pernicious,-1.0,-1.0,-1.0,-1.0
perpetrator,-0.55,-0.55,-0.55,-0.55
perpetrators,-0.25,-0.25,-0.25,-0.25
perplex,-1.0,-1.0,-1.0,-1.0
perplexed,-1.0,-1.0,-1.0,-0.325
perplexing,-1.0,-1.0,-1.0,-1.0
perplexity,-1.0,-1.0,-1.0,-1.0
persecute,-1.0,-1.0,-1.0,-0.525
persecuted,-0.325,-0.325,-0.325,-0.325
persecutes,-0.3,-0.3,-0.3,-0.3
persecuting,-0.375,-0.375,-0.375,-0.375
persecution,-1.0,-1.0,-1.0,-1.0
perseverance,1.0,1.0,1.0,1.0
